chr	start	end	rDHS_accession	cCRE_accession	group
chr19	53858028	53858367	EH38D3074036	EH38E1963750	dELS
chr19	53864416	53864765	EH38D3074039	EH38E1963752	PLS
chr19	53865168	53865470	EH38D3074040	EH38E1963753	pELS
chr19	53865636	53865907	EH38D3074041	EH38E1963754	pELS,CTCF-bound
chr19	53866017	53866206	EH38D3074042	EH38E1963755	pELS,CTCF-bound
chr19	53866231	53866450	EH38D3074043	EH38E1963756	PLS,CTCF-bound
chr19	53866653	53866860	EH38D3074044	EH38E1963757	pELS,CTCF-bound
chr19	53866915	53867232	EH38D3074045	EH38E1963758	pELS,CTCF-bound
chr19	53867431	53867777	EH38D3074046	EH38E1963759	pELS,CTCF-bound
chr19	53868079	53868273	EH38D3074047	EH38E1963760	pELS,CTCF-bound
chr19	53868285	53868461	EH38D3074048	EH38E1963761	pELS
chr19	53868674	53868925	EH38D3074049	EH38E1963762	pELS,CTCF-bound
chr19	53869086	53869270	EH38D3074050	EH38E1963763	PLS,CTCF-bound
chr19	53869345	53869695	EH38D3074051	EH38E1963764	PLS,CTCF-bound
chr19	53869718	53869875	EH38D3074052	EH38E1963765	pELS,CTCF-bound
chr19	53869877	53870079	EH38D3074053	EH38E1963766	pELS
chr19	53870502	53870846	EH38D3074054	EH38E1963767	pELS,CTCF-bound
chr19	53871327	53871538	EH38D3074055	EH38E1963768	pELS
chr19	53871631	53871848	EH38D3074056	EH38E1963769	dELS,CTCF-bound
chr19	53872727	53873052	EH38D3074058	EH38E1963770	dELS,CTCF-bound
chr19	53876669	53877010	EH38D3074068	EH38E1963780	pELS
chr19	53877202	53877373	EH38D3074069	EH38E1963781	pELS,CTCF-bound
chr19	53877432	53877782	EH38D3074070	EH38E1963782	pELS,CTCF-bound
chr19	53878641	53878903	EH38D3074072	EH38E1963784	dELS
chr19	53878940	53879224	EH38D3074073	EH38E1963785	dELS,CTCF-bound
chr19	53879359	53879707	EH38D3074074	EH38E1963786	dELS,CTCF-bound
chr19	53879856	53880154	EH38D3074075	EH38E1963787	dELS
chr19	53881219	53881553	EH38D3074078	EH38E1963790	pELS,CTCF-bound
chr19	53881634	53881887	EH38D3074079	EH38E1963791	pELS,CTCF-bound
chr19	53882026	53882375	EH38D3074080	EH38E1963792	PLS,CTCF-bound
chr19	53883169	53883515	EH38D3074083	EH38E1963795	pELS
chr19	53883711	53883917	EH38D3074084	EH38E1963796	pELS
chr19	53883919	53884145	EH38D3074085	EH38E1963797	pELS
chr19	53884812	53884994	EH38D3074087	EH38E1963798	dELS
chr19	53889833	53890180	EH38D3074089	EH38E1963800	dELS,CTCF-bound
chr19	53898293	53898616	EH38D3074095	EH38E1963803	dELS
chr19	53898758	53898925	EH38D3074096	EH38E1963804	DNase-H3K4me3
chr19	53898926	53899273	EH38D3074097	EH38E1963805	DNase-H3K4me3
chr19	53903189	53903391	EH38D3074099	EH38E1963807	dELS,CTCF-bound
chr19	53906249	53906570	EH38D3074104	EH38E1963809	DNase-H3K4me3,CTCF-bound
chr19	53906754	53907067	EH38D3074105	EH38E1963810	DNase-H3K4me3,CTCF-bound
chr19	53907134	53907285	EH38D3074106	EH38E1963811	dELS,CTCF-bound
chr19	53907384	53907607	EH38D3074107	EH38E1963812	pELS,CTCF-bound
chr19	53907627	53907817	EH38D3074108	EH38E1963813	pELS,CTCF-bound
chr19	53908151	53908494	EH38D3074109	EH38E1963814	pELS,CTCF-bound
chr19	53908506	53908668	EH38D3074110	EH38E1963815	pELS
chr19	53908763	53908970	EH38D3074111	EH38E1963816	pELS,CTCF-bound
chr19	53909079	53909429	EH38D3074112	EH38E1963817	PLS
chr19	53909438	53909606	EH38D3074113	EH38E1963818	PLS,CTCF-bound
chr19	53909851	53910131	EH38D3074114	EH38E1963819	pELS
chr19	53910160	53910495	EH38D3074115	EH38E1963820	pELS,CTCF-bound
chr19	53912654	53913000	EH38D3074116	EH38E1963821	CTCF-only,CTCF-bound
chr19	53942274	53942621	EH38D3074126	EH38E1963825	dELS,CTCF-bound
chr19	53945500	53945825	EH38D3074129	EH38E1963828	dELS
chr19	53947767	53947933	EH38D3074130	EH38E1963829	CTCF-only,CTCF-bound
chr19	53957369	53957695	EH38D3074134	EH38E1963832	dELS,CTCF-bound
chr19	53958318	53958666	EH38D3074136	EH38E1963833	dELS
chr19	53958702	53958897	EH38D3074137	EH38E1963834	dELS
chr19	53958900	53959185	EH38D3074138	EH38E1963835	dELS
chr19	53959339	53959536	EH38D3074139	EH38E1963836	dELS
chr19	53960342	53960582	EH38D3074140	EH38E1963837	dELS
chr19	53960996	53961154	EH38D3074141	EH38E1963838	pELS,CTCF-bound
chr19	53961943	53962170	EH38D3074142	EH38E1963839	pELS,CTCF-bound
chr19	53963097	53963408	EH38D3074143	EH38E1963840	DNase-H3K4me3
chr19	53977515	53977779	EH38D3074149	EH38E1963842	dELS,CTCF-bound
chr19	53977981	53978182	EH38D3074150	EH38E1963843	dELS
chr19	53978343	53978687	EH38D3074151	EH38E1963844	dELS,CTCF-bound
chr19	53979027	53979293	EH38D3074152	EH38E1963845	dELS
chr19	53979298	53979536	EH38D3074153	EH38E1963846	dELS,CTCF-bound
chr19	53979892	53980179	EH38D3074154	EH38E1963847	dELS,CTCF-bound
chr19	53980214	53980551	EH38D3074155	EH38E1963848	pELS
chr19	53980553	53980754	EH38D3074156	EH38E1963849	pELS,CTCF-bound
chr19	53980853	53981198	EH38D3074157	EH38E1963850	pELS,CTCF-bound
chr19	53981254	53981417	EH38D3074158	EH38E1963851	pELS,CTCF-bound
chr19	53981600	53981885	EH38D3074159	EH38E1963852	pELS,CTCF-bound
chr19	53982180	53982500	EH38D3074160	EH38E1963853	PLS
chr19	53982684	53982962	EH38D3074161	EH38E1963854	pELS,CTCF-bound
chr19	53987980	53988274	EH38D3074169	EH38E1963862	dELS
chr19	53988658	53988960	EH38D3074170	EH38E1963863	dELS
chr19	53989635	53989950	EH38D3074171	EH38E1963864	dELS
chr19	53990179	53990516	EH38D3074172	EH38E1963865	pELS
chr19	53991292	53991639	EH38D3074173	EH38E1963866	pELS,CTCF-bound
chr19	54001492	54001804	EH38D3074181	EH38E1963872	dELS
chr19	54002518	54002817	EH38D3074182	EH38E1963873	dELS
chr19	54002874	54003193	EH38D3074183	EH38E1963874	dELS
chr19	54007473	54007685	EH38D3074184	EH38E1963875	dELS
chr19	54007972	54008229	EH38D3074185	EH38E1963876	dELS
chr19	54008297	54008646	EH38D3074186	EH38E1963877	dELS
chr19	54008705	54009050	EH38D3074187	EH38E1963878	dELS
chr19	54009473	54009748	EH38D3074188	EH38E1963879	dELS,CTCF-bound
chr19	54011541	54011775	EH38D3074190	EH38E1963880	dELS
chr19	54011874	54012108	EH38D3074191	EH38E1963881	dELS
chr19	54017325	54017670	EH38D3074195	EH38E1963885	dELS
chr19	54019107	54019455	EH38D3074197	EH38E1963886	dELS,CTCF-bound
chr19	54019632	54019858	EH38D3074198	EH38E1963887	dELS,CTCF-bound
chr19	54020171	54020521	EH38D3074199	EH38E1963888	dELS,CTCF-bound
chr19	54020690	54020891	EH38D3074200	EH38E1963889	dELS,CTCF-bound
chr19	54022819	54022980	EH38D3074203	EH38E1963891	dELS
chr19	54023208	54023558	EH38D3074204	EH38E1963892	dELS,CTCF-bound
chr19	54023670	54023846	EH38D3074205	EH38E1963893	dELS,CTCF-bound
chr19	54023873	54024217	EH38D3074206	EH38E1963894	dELS,CTCF-bound
chr19	54024670	54025017	EH38D3074207	EH38E1963895	dELS,CTCF-bound
chr19	54029366	54029663	EH38D3074210	EH38E1963898	pELS,CTCF-bound
chr19	54029926	54030275	EH38D3074211	EH38E1963899	pELS,CTCF-bound
chr19	54031033	54031315	EH38D3074212	EH38E1963900	pELS,CTCF-bound
chr19	54031341	54031527	EH38D3074213	EH38E1963901	PLS,CTCF-bound
chr19	54035820	54036134	EH38D3074216	EH38E1963904	dELS
chr19	54047670	54048011	EH38D3074222	EH38E1963908	dELS
chr19	54049756	54050059	EH38D3074224	EH38E1963910	dELS
chr19	54062662	54063002	EH38D3074227	EH38E1963912	pELS,CTCF-bound
chr19	54077472	54077644	EH38D3074231	EH38E1963914	pELS
chr19	54093784	54093944	EH38D3074236	EH38E1963917	CTCF-only,CTCF-bound
chr19	54095868	54096207	EH38D3074239	EH38E1963920	dELS,CTCF-bound
chr19	54096744	54097044	EH38D3074240	EH38E1963921	dELS,CTCF-bound
chr19	54099636	54099860	EH38D3074242	EH38E1963923	pELS
chr19	54100440	54100641	EH38D3074243	EH38E1963924	pELS,CTCF-bound
chr19	54100691	54101041	EH38D3074244	EH38E1963925	PLS,CTCF-bound
chr19	54102578	54102923	EH38D3074246	EH38E1963927	PLS,CTCF-bound
chr19	54103125	54103401	EH38D3074247	EH38E1963928	pELS,CTCF-bound
chr19	54114501	54114714	EH38D3074257	EH38E1963930	pELS,CTCF-bound
chr19	54114829	54115052	EH38D3074258	EH38E1963931	PLS
chr19	54115077	54115233	EH38D3074259	EH38E1963932	PLS,CTCF-bound
chr19	54115339	54115499	EH38D3074260	EH38E1963933	PLS,CTCF-bound
chr19	54115523	54115858	EH38D3074261	EH38E1963934	PLS,CTCF-bound
chr19	54134127	54134400	EH38D3074264	EH38E1963936	dELS
chr19	54134724	54135071	EH38D3074265	EH38E1963937	dELS
chr19	54136054	54136401	EH38D3074266	EH38E1963938	pELS
chr19	54136419	54136669	EH38D3074267	EH38E1963939	pELS
chr19	54136671	54136831	EH38D3074268	EH38E1963940	pELS
chr19	54137063	54137235	EH38D3074269	EH38E1963941	pELS,CTCF-bound
chr19	54137252	54137602	EH38D3074270	EH38E1963942	pELS,CTCF-bound
chr19	54137978	54138187	EH38D3074271	EH38E1963943	pELS,CTCF-bound
chr19	54138209	54138443	EH38D3074272	EH38E1963944	pELS,CTCF-bound
chr19	54138454	54138736	EH38D3074273	EH38E1963945	pELS
chr19	54138757	54138983	EH38D3074274	EH38E1963946	pELS,CTCF-bound
chr19	54141400	54141747	EH38D3074276	EH38E1963947	PLS
chr19	54142498	54142717	EH38D3074278	EH38E1963949	pELS
chr19	54154715	54154866	EH38D3074287	EH38E1963956	dELS
chr19	54156984	54157307	EH38D3074290	EH38E1963959	dELS,CTCF-bound
chr19	54158795	54159144	EH38D3074291	EH38E1963960	pELS,CTCF-bound
chr19	54159171	54159342	EH38D3074292	EH38E1963961	pELS,CTCF-bound
chr19	54159506	54159668	EH38D3074293	EH38E1963962	pELS,CTCF-bound
chr19	54159746	54160096	EH38D3074294	EH38E1963963	PLS,CTCF-bound
chr19	54160310	54160577	EH38D3074295	EH38E1963964	pELS
chr19	54160631	54160800	EH38D3074296	EH38E1963965	pELS
chr19	54160909	54161253	EH38D3074297	EH38E1963966	pELS
chr19	54162355	54162701	EH38D3074299	EH38E1963968	dELS,CTCF-bound
chr19	54164659	54165006	EH38D3074302	EH38E1963971	dELS,CTCF-bound
chr19	54168163	54168455	EH38D3074307	EH38E1963974	dELS,CTCF-bound
chr19	54168509	54168849	EH38D3074308	EH38E1963975	dELS,CTCF-bound
chr19	54172478	54172701	EH38D3074312	EH38E1963977	pELS,CTCF-bound
chr19	54172739	54172989	EH38D3074313	EH38E1963978	pELS,CTCF-bound
chr19	54173119	54173439	EH38D3074314	EH38E1963979	PLS,CTCF-bound
chr19	54180008	54180358	EH38D3074320	EH38E1963985	dELS,CTCF-bound
chr19	54186997	54187330	EH38D3074324	EH38E1963988	dELS
chr19	54188094	54188256	EH38D3074325	EH38E1963989	pELS,CTCF-bound
chr19	54188260	54188598	EH38D3074326	EH38E1963990	pELS,CTCF-bound
chr19	54188600	54188893	EH38D3074327	EH38E1963991	pELS,CTCF-bound
chr19	54189362	54189512	EH38D3074328	EH38E1963992	PLS,CTCF-bound
chr19	54189601	54189806	EH38D3074329	EH38E1963993	PLS,CTCF-bound
chr19	54189841	54189996	EH38D3074330	EH38E1963994	PLS,CTCF-bound
chr19	54189997	54190244	EH38D3074331	EH38E1963995	PLS,CTCF-bound
chr19	54190559	54190908	EH38D3074332	EH38E1963996	PLS,CTCF-bound
chr19	54191032	54191328	EH38D3074333	EH38E1963997	PLS,CTCF-bound
chr19	54191342	54191523	EH38D3074334	EH38E1963998	PLS,CTCF-bound
chr19	54191536	54191686	EH38D3074335	EH38E1963999	pELS,CTCF-bound
chr19	54191780	54191981	EH38D3074336	EH38E1964000	pELS,CTCF-bound
chr19	54192239	54192430	EH38D3074337	EH38E1964001	pELS,CTCF-bound
chr19	54200391	54200597	EH38D3074343	EH38E1964005	pELS,CTCF-bound
chr19	54200647	54200932	EH38D3074344	EH38E1964006	PLS,CTCF-bound
chr19	54200934	54201249	EH38D3074345	EH38E1964007	PLS,CTCF-bound
chr19	54201519	54201718	EH38D3074346	EH38E1964008	pELS
chr19	54202045	54202386	EH38D3074348	EH38E1964009	pELS
chr19	54203257	54203606	EH38D3074349	EH38E1964010	dELS
chr19	54203674	54203916	EH38D3074350	EH38E1964011	dELS
chr19	54204157	54204319	EH38D3074351	EH38E1964012	dELS
chr19	54204509	54204843	EH38D3074352	EH38E1964013	dELS
chr19	54205596	54205773	EH38D3074354	EH38E1964014	dELS,CTCF-bound
chr19	54206060	54206343	EH38D3074355	EH38E1964015	dELS
chr19	54206429	54206633	EH38D3074356	EH38E1964016	dELS,CTCF-bound
chr19	54206688	54206960	EH38D3074357	EH38E1964017	dELS
chr19	54207172	54207350	EH38D3074358	EH38E1964018	dELS,CTCF-bound
chr19	54207372	54207616	EH38D3074359	EH38E1964019	pELS,CTCF-bound
chr19	54207661	54207982	EH38D3074360	EH38E1964020	pELS,CTCF-bound
chr19	54208108	54208458	EH38D3074361	EH38E1964021	pELS,CTCF-bound
chr19	54208505	54208745	EH38D3074362	EH38E1964022	pELS,CTCF-bound
chr19	54208753	54209017	EH38D3074363	EH38E1964023	pELS
chr19	54209268	54209538	EH38D3074364	EH38E1964024	PLS,CTCF-bound
chr19	54209592	54209819	EH38D3074365	EH38E1964025	pELS,CTCF-bound
chr19	54209838	54210188	EH38D3074366	EH38E1964026	pELS,CTCF-bound
chr19	54210829	54211179	EH38D3074367	EH38E1964027	pELS,CTCF-bound
chr19	54211370	54211538	EH38D3074368	EH38E1964028	dELS,CTCF-bound
chr19	54222605	54222771	EH38D3074378	EH38E1964033	pELS,CTCF-bound
chr19	54222831	54223108	EH38D3074379	EH38E1964034	PLS,CTCF-bound
chr19	54231635	54231984	EH38D3074386	EH38E1964039	dELS,CTCF-bound
chr19	54232309	54232520	EH38D3074387	EH38E1964040	dELS,CTCF-bound
chr19	54232577	54232881	EH38D3074388	EH38E1964041	dELS,CTCF-bound
chr19	54237987	54238194	EH38D3074389	EH38E1964042	CTCF-only,CTCF-bound
chr19	54242698	54242883	EH38D3074393	EH38E1964043	PLS,CTCF-bound
chr19	54247993	54248343	EH38D3074400	EH38E1964045	pELS
chr19	54250565	54250861	EH38D3074402	EH38E1964047	dELS,CTCF-bound
chr19	54266118	54266463	EH38D3074412	EH38E1964051	CTCF-only,CTCF-bound
chr19	54268981	54269319	EH38D3074415	EH38E1964053	pELS
chr19	54271107	54271454	EH38D3074416	EH38E1964054	dELS
chr19	54271705	54271996	EH38D3074417	EH38E1964055	dELS
chr19	54272214	54272563	EH38D3074418	EH38E1964056	dELS
chr19	54274586	54274798	EH38D3074420	EH38E1964057	dELS,CTCF-bound
chr19	54274932	54275101	EH38D3074421	EH38E1964058	dELS
chr19	54279449	54279708	EH38D3074427	EH38E1964060	pELS
chr19	54280490	54280815	EH38D3074428	EH38E1964061	PLS,CTCF-bound
chr19	54281041	54281371	EH38D3074429	EH38E1964062	PLS
chr19	54282499	54282655	EH38D3074430	EH38E1964063	pELS,CTCF-bound
chr19	54282816	54282975	EH38D3074431	EH38E1964064	pELS
chr19	54283104	54283308	EH38D3074432	EH38E1964065	pELS
chr19	54285678	54286021	EH38D3074435	EH38E1964067	dELS
chr19	54297823	54298097	EH38D3074444	EH38E1964075	pELS,CTCF-bound
chr19	54312525	54312870	EH38D3074455	EH38E1964085	pELS,CTCF-bound
chr19	54313069	54313264	EH38D3074456	EH38E1964086	PLS,CTCF-bound
chr19	54316911	54317074	EH38D3074457	EH38E1964087	dELS,CTCF-bound
chr19	54317084	54317430	EH38D3074458	EH38E1964088	dELS,CTCF-bound
chr19	54317515	54317694	EH38D3074459	EH38E1964089	dELS,CTCF-bound
chr19	54319062	54319301	EH38D3074460	EH38E1964090	dELS,CTCF-bound
chr19	54325184	54325474	EH38D3074463	EH38E1964093	dELS,CTCF-bound
chr19	54327108	54327299	EH38D3074466	EH38E1964095	dELS
chr19	54327388	54327553	EH38D3074467	EH38E1964096	dELS,CTCF-bound
chr19	54339028	54339369	EH38D3074473	EH38E1964098	pELS
chr19	54339697	54340031	EH38D3074474	EH38E1964099	pELS
chr19	54345903	54346248	EH38D3074478	EH38E1964102	dELS
chr19	54351131	54351332	EH38D3074481	EH38E1964104	dELS,CTCF-bound
chr19	54351464	54351808	EH38D3074482	EH38E1964105	dELS
chr19	54352010	54352354	EH38D3074483	EH38E1964106	dELS,CTCF-bound
chr19	54352429	54352618	EH38D3074484	EH38E1964107	dELS,CTCF-bound
chr19	54353998	54354174	EH38D3074485	EH38E1964108	dELS,CTCF-bound
chr19	54362158	54362386	EH38D3074489	EH38E1964111	dELS,CTCF-bound
chr19	54362759	54363105	EH38D3074490	EH38E1964112	pELS
chr19	54364846	54365177	EH38D3074492	EH38E1964114	PLS,CTCF-bound
chr19	54365273	54365491	EH38D3074493	EH38E1964115	pELS,CTCF-bound
chr19	54365867	54366054	EH38D3074494	EH38E1964116	pELS,CTCF-bound
chr19	54369104	54369284	EH38D3074497	EH38E1964119	pELS
chr19	54369731	54369977	EH38D3074499	EH38E1964121	pELS
chr19	54370538	54370787	EH38D3074500	EH38E1964122	PLS,CTCF-bound
chr19	54372054	54372249	EH38D3074501	EH38E1964123	pELS,CTCF-bound
chr19	54372312	54372554	EH38D3074502	EH38E1964124	pELS,CTCF-bound
chr19	54372614	54372867	EH38D3074503	EH38E1964125	dELS,CTCF-bound
chr19	54373740	54374090	EH38D3074504	EH38E1964126	dELS,CTCF-bound
chr19	54374395	54374582	EH38D3074505	EH38E1964127	dELS
chr19	54375110	54375278	EH38D3074506	EH38E1964128	dELS
chr19	54375320	54375499	EH38D3074507	EH38E1964129	dELS,CTCF-bound
chr19	54375625	54375874	EH38D3074508	EH38E1964130	dELS
chr19	54378227	54378577	EH38D3074511	EH38E1964133	pELS,CTCF-bound
chr19	54382083	54382379	EH38D3074514	EH38E1964136	dELS
chr19	54387623	54387837	EH38D3074518	EH38E1964137	dELS
chr19	54388029	54388378	EH38D3074519	EH38E1964138	dELS,CTCF-bound
chr19	54388382	54388546	EH38D3074520	EH38E1964139	dELS,CTCF-bound
chr19	54388602	54388910	EH38D3074521	EH38E1964140	dELS,CTCF-bound
chr19	54388930	54389095	EH38D3074522	EH38E1964141	dELS,CTCF-bound
chr19	54390989	54391314	EH38D3074525	EH38E1964144	dELS,CTCF-bound
chr19	54391605	54391791	EH38D3074526	EH38E1964145	dELS,CTCF-bound
chr19	54391835	54392132	EH38D3074527	EH38E1964146	DNase-H3K4me3,CTCF-bound
chr19	54415178	54415497	EH38D3074539	EH38E1964152	PLS,CTCF-bound
chr19	54416583	54416820	EH38D3074542	EH38E1964154	pELS
chr19	54416875	54417133	EH38D3074543	EH38E1964155	pELS
chr19	54418151	54418493	EH38D3074545	EH38E1964157	dELS,CTCF-bound
chr19	54419927	54420150	EH38D3074549	EH38E1964161	dELS
chr19	54420331	54420678	EH38D3074550	EH38E1964162	dELS
chr19	54420874	54421199	EH38D3074551	EH38E1964163	dELS
chr19	54422141	54422489	EH38D3074553	EH38E1964165	dELS,CTCF-bound
chr19	54426479	54426826	EH38D3074558	EH38E1964167	dELS,CTCF-bound
chr19	54430587	54430794	EH38D3074567	EH38E1964173	dELS
chr19	54430883	54431168	EH38D3074568	EH38E1964174	dELS,CTCF-bound
chr19	54431560	54431906	EH38D3074569	EH38E1964175	dELS,CTCF-bound
chr19	54432182	54432531	EH38D3074570	EH38E1964176	pELS,CTCF-bound
chr19	54435783	54435982	EH38D3074576	EH38E1964180	pELS
chr19	54436103	54436422	EH38D3074577	EH38E1964181	pELS,CTCF-bound
chr19	54439544	54439794	EH38D3074583	EH38E1964186	pELS,CTCF-bound
chr19	54444804	54445154	EH38D3074584	EH38E1964187	pELS
chr19	54448287	54448586	EH38D3074588	EH38E1964189	PLS,CTCF-bound
chr19	54448968	54449314	EH38D3074589	EH38E1964190	PLS,CTCF-bound
chr19	54449334	54449509	EH38D3074590	EH38E1964191	PLS,CTCF-bound
chr19	54449775	54450004	EH38D3074591	EH38E1964192	pELS,CTCF-bound
chr19	54450060	54450306	EH38D3074592	EH38E1964193	pELS
chr19	54451078	54451308	EH38D3074593	EH38E1964194	PLS
chr19	54451331	54451674	EH38D3074594	EH38E1964195	pELS
chr19	54451747	54452024	EH38D3074595	EH38E1964196	pELS
chr19	54461723	54462019	EH38D3074620	EH38E1964216	pELS
chr19	54462128	54462318	EH38D3074621	EH38E1964217	pELS,CTCF-bound
chr19	54462494	54462695	EH38D3074622	EH38E1964218	pELS,CTCF-bound
chr19	54462803	54463057	EH38D3074623	EH38E1964219	pELS,CTCF-bound
chr19	54463061	54463324	EH38D3074624	EH38E1964220	pELS,CTCF-bound
chr19	54463705	54464039	EH38D3074625	EH38E1964221	PLS,CTCF-bound
chr19	54464103	54464449	EH38D3074626	EH38E1964222	pELS
chr19	54464641	54464970	EH38D3074627	EH38E1964223	pELS,CTCF-bound
chr19	54465026	54465200	EH38D3074628	EH38E1964224	pELS,CTCF-bound
chr19	54469509	54469852	EH38D3074634	EH38E1964229	dELS
chr19	54470946	54471261	EH38D3074636	EH38E1964231	dELS,CTCF-bound
chr19	54471269	54471467	EH38D3074637	EH38E1964232	pELS,CTCF-bound
chr19	54471561	54471738	EH38D3074638	EH38E1964233	pELS,CTCF-bound
chr19	54473151	54473491	EH38D3074639	EH38E1964234	PLS,CTCF-bound
chr19	54473522	54473725	EH38D3074640	EH38E1964235	pELS,CTCF-bound
chr19	54477665	54477967	EH38D3074644	EH38E1964237	CTCF-only,CTCF-bound
chr19	54478743	54479048	EH38D3074645	EH38E1964238	CTCF-only,CTCF-bound
chr19	54481378	54481677	EH38D3074648	EH38E1964240	CTCF-only,CTCF-bound
chr19	54518820	54519164	EH38D3074669	EH38E1964253	dELS
chr19	54521353	54521693	EH38D3074671	EH38E1964255	PLS
chr19	54522057	54522333	EH38D3074672	EH38E1964256	pELS
chr19	54551319	54551669	EH38D3074688	EH38E1964265	pELS
chr19	54551992	54552188	EH38D3074689	EH38E1964266	PLS
chr19	54561276	54561477	EH38D3074699	EH38E1964268	DNase-H3K4me3,CTCF-bound
chr19	54572204	54572549	EH38D3074704	EH38E1964270	pELS
chr19	54572755	54573103	EH38D3074705	EH38E1964271	pELS,CTCF-bound
chr19	54573160	54573453	EH38D3074706	EH38E1964272	PLS
chr19	54573568	54573916	EH38D3074707	EH38E1964273	PLS,CTCF-bound
chr19	54593399	54593746	EH38D3074711	EH38E1964275	PLS,CTCF-bound
chr19	54593943	54594219	EH38D3074712	EH38E1964276	pELS
chr19	54606265	54606613	EH38D3074714	EH38E1964278	pELS
chr19	54606923	54607271	EH38D3074715	EH38E1964279	pELS
chr19	54608844	54609144	EH38D3074717	EH38E1964281	pELS,CTCF-bound
chr19	54616027	54616190	EH38D3074720	EH38E1964284	pELS,CTCF-bound
chr19	54616244	54616470	EH38D3074721	EH38E1964285	pELS
chr19	54616909	54617232	EH38D3074722	EH38E1964286	PLS
chr19	54617673	54617856	EH38D3074723	EH38E1964287	pELS
chr19	54622515	54622699	EH38D3074724	EH38E1964288	dELS
chr19	54624275	54624529	EH38D3074726	EH38E1964290	dELS
chr19	54624685	54624879	EH38D3074727	EH38E1964291	dELS,CTCF-bound
chr19	54624986	54625208	EH38D3074728	EH38E1964292	dELS
chr19	54625420	54625627	EH38D3074729	EH38E1964293	dELS
chr19	54630274	54630624	EH38D3074732	EH38E1964296	PLS
chr19	54630863	54631040	EH38D3074733	EH38E1964297	PLS
chr19	54642731	54642883	EH38D3074740	EH38E1964299	pELS
chr19	54642992	54643342	EH38D3074741	EH38E1964300	pELS
chr19	54643561	54643845	EH38D3074742	EH38E1964301	pELS
chr19	54644097	54644447	EH38D3074743	EH38E1964302	pELS
chr19	54648199	54648410	EH38D3074745	EH38E1964303	CTCF-only,CTCF-bound
chr19	54653217	54653552	EH38D3074748	EH38E1964305	DNase-H3K4me3,CTCF-bound
chr19	54655016	54655364	EH38D3074751	EH38E1964307	dELS
chr19	54660327	54660676	EH38D3074755	EH38E1964309	pELS
chr19	54661001	54661347	EH38D3074756	EH38E1964310	pELS
chr19	54662104	54662443	EH38D3074758	EH38E1964311	PLS,CTCF-bound
chr19	54662765	54663105	EH38D3074759	EH38E1964312	PLS,CTCF-bound
chr19	54669070	54669311	EH38D3074763	EH38E1964314	dELS
chr19	54673235	54673580	EH38D3074766	EH38E1964316	CTCF-only,CTCF-bound
chr19	54674065	54674407	EH38D3074767	EH38E1964317	CTCF-only,CTCF-bound
chr19	54676247	54676568	EH38D3074768	EH38E1964318	CTCF-only,CTCF-bound
chr19	54682310	54682653	EH38D3074772	EH38E1964321	dELS,CTCF-bound
chr19	54696126	54696467	EH38D3074777	EH38E1964325	pELS
chr19	54696833	54697148	EH38D3074778	EH38E1964326	pELS
chr19	54747448	54747614	EH38D3074797	EH38E1964338	dELS
chr19	54747763	54747937	EH38D3074798	EH38E1964339	dELS
chr19	54788203	54788534	EH38D3074818	EH38E1964351	dELS
chr19	54792907	54793118	EH38D3074820	EH38E1964353	dELS,CTCF-bound
chr19	54795812	54796140	EH38D3074823	EH38E1964355	dELS
chr19	54825227	54825433	EH38D3074837	EH38E1964366	dELS
chr19	54859417	54859758	EH38D3074861	EH38E1964380	dELS
chr19	54871754	54872015	EH38D3074866	EH38E1964384	dELS
